"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Chi W.; Wu S.-J.; Zheng Z.","Chi, Wuchun (35217673800); Wu, Shing-Jen (55495122700); Zheng, Zhen (55632738200)","35217673800; 55495122700; 55632738200","Determinants and consequences of voluntary corporate social responsibility disclosure: Evidence from private firms","2020","British Accounting Review","52","6","100939","","","64","10.1016/j.bar.2020.100939","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089297939&doi=10.1016%2Fj.bar.2020.100939&partnerID=40&md5=2cfa5938d4a2883e3cc6cc3f3064b192","Department of Accounting, National Chengchi University, Taiwan; Department of Accounting, Soochow University, Taiwan; School of Management & Center for Accounting Studies, Xiamen University, China","Chi W., Department of Accounting, National Chengchi University, Taiwan; Wu S.-J., Department of Accounting, Soochow University, Taiwan; Zheng Z., School of Management & Center for Accounting Studies, Xiamen University, China","We examine whether and how private firms differ from public firms in determining corporate social responsibility (CSR) disclosure policies. We document that private firms are less likely to issue CSR reports compared with their public peers. Adopting a bivariate probit model that accommodates partial observability, we find that the effect is mainly driven by a supply-side force rather than a demand-side force. From a debtholder-oriented perspective, while public firms enjoy more favorable credit ratings and a lower cost of debt due to CSR disclosure, private firms do not reap similar benefits from CSR disclosure. Corporate governance and CSR assurance alleviate debtholders' concern on private firms’ engagements in CSR. © 2020 British Accounting Association","Corporate social responsibility (CSR) disclosure; Cost of debt; Credit ratings; Demand and supply of CSR disclosure; Private firms","","Z. Zheng; School of Management & Center for Accounting Studies, Xiamen University, China; email: zhenzheng@xmu.edu.cn","","Academic Press","08908389","","","","English","Br. Account. Rev.","Article","Final","","Scopus","2-s2.0-85089297939"
"Wang K.-Y.; Lin Y.-L.; Tsai R.-C.","Wang, Kuei-Yuan (35423131600); Lin, Ying-Li (55267992300); Tsai, Ruei-Chen (59984886200)","35423131600; 55267992300; 59984886200","The Impact of ESG Firms and Greenwashing Firms on Cost of Debt","2025","Lecture Notes on Data Engineering and Communications Technologies","259","","","338","347","0","10.1007/978-3-031-96093-2_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010252708&doi=10.1007%2F978-3-031-96093-2_33&partnerID=40&md5=9c57a7ee96b0b0e61a432a4026ff2478","Department of Finance, Asia University, Taichung, Taiwan","Wang K.-Y., Department of Finance, Asia University, Taichung, Taiwan; Lin Y.-L., Department of Finance, Asia University, Taichung, Taiwan; Tsai R.-C., Department of Finance, Asia University, Taichung, Taiwan","This study established its own greenwashing behavior indicators with reference to the KLD database and used regression analysis to explore the impact of ESG firms and greenwashing firms on cost of debt. The empirical results show that the impact of ESG firms on cost of debt is not significant, and the effect of greenwashing firms on cost of debt is also not significant. This empirical result means that when banks provide financing to firms, they do not obviously give firms better interest rates. This study not only fills the gap in the literature on greenwashing through the self-constructed greenwashing indicator but also provides a true picture of greenwashing among listed firms. In addition, authorities are reminded to pay more attention to the ESG performance of firms and curb the occurrence of greenwashing. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.","","Cost benefit analysis; Greenwashing; Interest rates; Performance; Regression analysis","Y.-L. Lin; Department of Finance, Asia University, Taichung, Taiwan; email: yllin@asia.edu.tw","","Springer Science and Business Media Deutschland GmbH","23674512","","","","English","Lecture. Notes. Data Eng. Commun. Tech.","Book chapter","Final","","Scopus","2-s2.0-105010252708"
"Sandra O.N.; Anastesia A.C.; Ojiakor Ijeama P.; Chidiebere N.; Ihegboro I.M.; Lass R.","Sandra, Ofogbe Nyore (57224813987); Anastesia, Anisiuba Chika (57225975462); Ojiakor Ijeama, P. (57224825686); Chidiebere, Nnamani (57315495700); Ihegboro, Ifeoma Maria (57219215602); Lass, Ruth (57315075500)","57224813987; 57225975462; 57224825686; 57315495700; 57219215602; 57315075500","Long-run relationship of corporate social responsibility and cost of capital of quoted companies in nigeria stock exchange: nigeria evidence","2021","Universal Journal of Accounting and Finance","9","5","","946","960","3","10.13189/ujaf.2021.090506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118165172&doi=10.13189%2Fujaf.2021.090506&partnerID=40&md5=b4a761914bc95a0088be03e2e4e3bda3","Faculty of Business Administration, Accountancy Department, University of Nigeria, Nsukka, Nigeria; Faculty of Business Administration, Banking and Finance Department, University of Nigeria, Nsukka, Nigeria","Sandra O.N., Faculty of Business Administration, Accountancy Department, University of Nigeria, Nsukka, Nigeria; Anastesia A.C., Faculty of Business Administration, Accountancy Department, University of Nigeria, Nsukka, Nigeria; Ojiakor Ijeama P., Faculty of Business Administration, Accountancy Department, University of Nigeria, Nsukka, Nigeria; Chidiebere N., Faculty of Business Administration, Accountancy Department, University of Nigeria, Nsukka, Nigeria; Ihegboro I.M., Faculty of Business Administration, Banking and Finance Department, University of Nigeria, Nsukka, Nigeria; Lass R., Faculty of Business Administration, Accountancy Department, University of Nigeria, Nsukka, Nigeria","There has been moderately scarce literature on the relationship between company social responsibility (CSR) and the cost of capital (COC) in Nigeria. Numerous studies have analysed the association between the CSR of the companies quoted within the Nigeria Stock Exchange (NSE) relating to their overall performance neglecting the COC component. This study examined the long-run relationship between CSR dimensions (Corporate social performance (CSP), environmental performance (ENP) and corporate governance (CGP) dimensions and cost of debt (COC). It seeks to investigate if CSR has, in the long run, reduce the cost of capital. Annual panel data of 96 companies for the duration; 2005-2020 quoted in the NSE were selected judgmentally. Thomson Reuther Index (TRI) was used as a measure of CSR, whilst the cost of equity (COE) and cost of debt (COD) were used as a measure of COC. Panel ARDL model was adopted to analyse the long-run relationship between CSR and COC. Findings revealed that companies that spend on CSR have a better chance of accessing capital at a reduced cost. The results support the findings of scholars works, especially in the developed countries. In conclusion, companies that spend on CSR have a better chance of accessing capital at a better and low cost. Based totally on the findings, the researcher advocates an on-stop investment on issues that concerns CSR as this may, if consistent, ease the getting of funds at a reduced cost in the long run. © Universal Journal of Accounting and Finance 2021.","Corporate Governance Performance; Corporate Social Performance; Corporate Social Responsibility; Cost of Capital; Cost of Debt; Cost of Equity; Environmental Performance; Thomson Reuther Index","","","","Horizon Research Publishing","23319712","","","","English","Univ. J. Account. Fin.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118165172"
"Chen X.; Chen Z.; Torsin W.; Tsang A.; Zeng X.","Chen, Xiaoqi (57219378085); Chen, Zhifang (60003211800); Torsin, Wouter (57201639986); Tsang, Albert (36775629500); Zeng, Xiao (60002655800)","57219378085; 60003211800; 57201639986; 36775629500; 60002655800","Mandatory ESG reporting and cross-Listing activities: Worldwide evidence","2025","British Accounting Review","","","101706","","","2","10.1016/j.bar.2025.101706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010958301&doi=10.1016%2Fj.bar.2025.101706&partnerID=40&md5=dbe5571494b2499044ad275fc8a553ad","College of Economics and Management, Nanjing University of Aeronautics and Astronautics, China; Faculty of Finance, City University of Macau, China; School of Computing and Information Systems, Singapore Management University, Singapore; HEC Liège School of Management, University of Liège, Belgium; SUSTech Business School, Southern University of Science and Technology, China; School of Management, Guangdong University of Technology, China","Chen X., College of Economics and Management, Nanjing University of Aeronautics and Astronautics, China, Faculty of Finance, City University of Macau, China; Chen Z., School of Computing and Information Systems, Singapore Management University, Singapore; Torsin W., HEC Liège School of Management, University of Liège, Belgium; Tsang A., SUSTech Business School, Southern University of Science and Technology, China; Zeng X., School of Management, Guangdong University of Technology, China","Using a large international dataset, this study documents that the country-level adoption of mandatory ESG reporting requirement facilitates domestic firms’ cross-listing activities. Cross-sectional analyses reveal that this effect is more pronounced for opaque firms, those with a higher dependence on external financing, those with higher ex-ante agency costs, and for firms headquartered in home countries with a weak legal environment. Results of additional analyses reveal that firms are more likely to cross-list to countries that also have an active ESG mandate in place, countries where domestic firms have a higher ESG performance, and in developed capital markets. We further find that cross-listing firms are likely to attract a greater number of institutional investors and reduce their cost of debt after post-ESG mandate cross-listing. Finally, we document a heightened response for firms with pre-mandate voluntary ESG disclosures and a weaker response when the mandate is non-government issued. © 2025 Elsevier Ltd","Cross-listing; ESG disclosure; Mandatory reporting; Non-financial reporting","","X. Zeng; School of Management, Guangdong University of Technology, China; email: zengx@gdut.edu.cn","","Academic Press","08908389","","","","English","Br. Account. Rev.","Article","Article in press","All Open Access; Green Open Access","Scopus","2-s2.0-105010958301"
"Siwei D.; Chalermkiat W.","Siwei, Dong (57562152000); Chalermkiat, Wongvanichtawee (58701741500)","57562152000; 58701741500","An analysis on the relationship between ESG information disclosure and enterprise value: A case of listed companies in the energy industry in China","2023","Cogent Business and Management","10","3","2207685","","","17","10.1080/23311975.2023.2207685","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177209669&doi=10.1080%2F23311975.2023.2207685&partnerID=40&md5=9062f29ebe4d59ed9c4e89d7ea8f3f15","Graduate School of Management, Siam University, Bangkok, Thailand; College of Accounting, Shandong Technology and Business University, Yantai, China","Siwei D., Graduate School of Management, Siam University, Bangkok, Thailand, College of Accounting, Shandong Technology and Business University, Yantai, China; Chalermkiat W., Graduate School of Management, Siam University, Bangkok, Thailand","This study examines the relationship between environment, social responsibility, and governance (ESG) information disclosure and firms’ value. It also investigates how debt cost is the mediate variable between the ESG and firms’ value. The content analysis supported sustainability development theory, stakeholder theory, and the double carbon target in China. The multiple linear regression is used to examine the relationships for a sample of 94 firm 4-year observations listed in the GICS energy industry during 2018–2021 in China. The results show that ESG is significantly positively associated with firms’ value. Nevertheless, debt cost is negatively and significantly related to ESG. More importantly, the results show that debt cost mediates ESG firms’ value relationship. Further, when the sample is split into state-owned and non-state-owned firms, the ESG- firms’ value significant positive relationship is evident only in the latter, corroborating the mediate role of the debt cost in China. This study contributes to the literature on ESG, debt cost, and firms’ value by offering evidence for the mediating role of debt cost on the ESG firms’ value relationship, supporting the view that non-state-owned firms are more sensitive. Regulators and stakeholders should be aware of the potential effect of engagement in ESG reporting and the benefits of having a low cost of debt on firms’ value. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","corporate value; cost of debt; ESG information performance; stakeholders; sustainability","","D. Siwei; Graduate School of Management, Siam University, Bangkok, Thailand; email: d15306380167@163.com","","Cogent OA","23311975","","","","English","Cogent Bus. Manag.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85177209669"
"Kookkaew P.; Petcharat N.; Sanpakdee P.; Mula J.M.","Kookkaew, Pathompong (57642648900); Petcharat, Neungruthai (57212215782); Sanpakdee, Pitan (59959719400); Mula, Joseph M. (7801484249)","57642648900; 57212215782; 59959719400; 7801484249","ESG reporting quality and its impact on investment and debt financing decisions: evidence from emerging market firms","2025","International Journal of Managerial Finance","","","","1","22","0","10.1108/IJMF-06-2025-0327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029697034&doi=10.1108%2FIJMF-06-2025-0327&partnerID=40&md5=75ce1e63a9a534bb59720903e3e19e65","Faculty of Business Administration and Information Technology, Rajamangala University of Technology Suvarnabhumi, Ayutthaya, Thailand; School of Business and Law, Central Queensland University, Melbourne, Australia","Kookkaew P., Faculty of Business Administration and Information Technology, Rajamangala University of Technology Suvarnabhumi, Ayutthaya, Thailand; Petcharat N., Faculty of Business Administration and Information Technology, Rajamangala University of Technology Suvarnabhumi, Ayutthaya, Thailand; Sanpakdee P., Faculty of Business Administration and Information Technology, Rajamangala University of Technology Suvarnabhumi, Ayutthaya, Thailand; Mula J.M., School of Business and Law, Central Queensland University, Melbourne, Australia","Purpose – While corporate financing requires external funding, high-quality sustainability disclosures can signal transparency and help reduce borrowing costs, particularly in emerging markets where firm motivations vary. This study examines whether environmental, social and governance (ESG) reporting quality contributes to lower debt financing costs and how it informs investment and financing decisions by enhancing investment efficiency in firms with lower debt financing costs. Design/methodology/approach – A quantitative approach was employed using panel data of 609 firm-year observations from non-financial firms listed on the Thai Stock Exchange, 2019–2023. We used a Least Squares Dummy Variable regression for the main analysis and a generalized method of moments approach for robustness checks. Findings – We find that high-quality ESG reports are positively associated with lower costs of debt financing. ESG reporting quality positively strengthens the association between lower costs of debt financing and investment efficiency. Both overinvestment and underinvestment are mitigated in firms with lower debt financing costs and high-quality ESG disclosures. Practical implications – Our results could make managers aware of integrating ESG considerations into a firm's strategies for improving financing and investment decisions. Strengthening high-quality ESG reporting can potentially enhance more effective investment and financing outcomes. Social implications – High-quality ESG disclosures can serve as a credible signal of investment quality in debt markets. Originality/value – This study, among empirical studies on ESG and the cost of debt, provides evidence that high-quality ESG disclosures could improve investment efficiency in firms, leading to lower debt financing costs. © 2026 Emerald Publishing Limited","Debt financing costs; ESG reporting quality; Information asymmetry; Investment efficiency; Overinvestment; Underinvestment","","N. Petcharat; Faculty of Business Administration and Information Technology, Rajamangala University of Technology Suvarnabhumi, Ayutthaya, Thailand; email: pmuangmusik023@gmail.com","","Emerald Publishing","17439132","","","","English","Int. J. Manage. Finan.","Article","Article in press","","Scopus","2-s2.0-105029697034"
"Campanella F.; Meles A.; Serino L.; Verdoliva V.","Campanella, Francesco (55961123000); Meles, Antonio (56419990400); Serino, Luana (57208822109); Verdoliva, Vincenzo (55629885300)","55961123000; 56419990400; 57208822109; 55629885300","Driving credit access through ESG performance: A European perspective","2025","Finance Research Letters","82","","107296","","","4","10.1016/j.frl.2025.107296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004924337&doi=10.1016%2Fj.frl.2025.107296&partnerID=40&md5=5b7b207d89d9075a57968ade83948f03","Department of Economics, University of Campania “Luigi Vanvitelli”, Capua, Italy; Department of Management and Economics, Pegaso Digital University, Naples, Italy; Department of Business and Quantitative Studies, University of Naples “Parthenope”, Naples, Italy","Campanella F., Department of Economics, University of Campania “Luigi Vanvitelli”, Capua, Italy; Meles A., Department of Economics, University of Campania “Luigi Vanvitelli”, Capua, Italy; Serino L., Department of Management and Economics, Pegaso Digital University, Naples, Italy; Verdoliva V., Department of Business and Quantitative Studies, University of Naples “Parthenope”, Naples, Italy","This paper analyzes whether there is any relationship between sustainability performance and corporate cost of debt. Using a sample of European listed companies, we find that high-ESG firms pay a lower cost on their debt, with the environmental dimension explaining most of this result and the governance dimension, instead, to have no effect in this respect. We also show that, consistent with the risk-reducing effect of superior ESG performance, a positive relation exists between ESG ratings and credit ratings. Our results are relevant to different groups of stakeholders, including policymakers, investors and firms themselves, suggesting them that they can benefit from being more socially responsible in terms of lower costs of financing. © 2025 Elsevier Inc.","Corporate governance; Cost of debt; ESG performance; Sustainability","","L. Serino; Department of Management and Economics, Pegaso Digital University, Naples, Italy; email: Luana.serino@unipegaso.it","","Elsevier Ltd","15446123","","","","English","Finan. Res. Lett.","Article","Final","","Scopus","2-s2.0-105004924337"
"Taddeo S.; Regoli A.; Weber O.; Carè R.","Taddeo, S. (57915811300); Regoli, A. (6506818985); Weber, O. (7004486571); Carè, R. (57190193984)","57915811300; 6506818985; 7004486571; 57190193984","Green Talk, Costly Walk: The Financial Cost of Greenwashing","2026","Business Strategy and the Environment","","","","","","1","10.1002/bse.70595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029600084&doi=10.1002%2Fbse.70595&partnerID=40&md5=9dce5b1b0e3637568c09e9e04b15ef74","Euro-Mediterranean Center on Climate Change, CMCC Foundation, Venice, Italy; Department of Management and Quantitative Studies, University of Naples Parthenope, Napoli, Italy; Schulich School of Business, York University, Toronto, Canada; School of Environment, Enterprise and Development (SEED), University of Waterloo, Waterloo, Canada; Department of Law, Economics and Sociology, University Magna Graecia of Catanzaro, Catanzaro, Italy","Taddeo S., Euro-Mediterranean Center on Climate Change, CMCC Foundation, Venice, Italy; Regoli A., Department of Management and Quantitative Studies, University of Naples Parthenope, Napoli, Italy; Weber O., Schulich School of Business, York University, Toronto, Canada; Carè R., School of Environment, Enterprise and Development (SEED), University of Waterloo, Waterloo, Canada, Department of Law, Economics and Sociology, University Magna Graecia of Catanzaro, Catanzaro, Italy","This study investigates the financial consequences of greenwashing, operationalized as the misalignment between ESG disclosure and actual ESG performance. While prior research has explored the reputational and ethical dimensions of greenwashing, its impact on firms' cost of debt remains underexamined. Drawing on a panel of 411 S&P 500 companies over a 10-year period (2014–2023), we construct two firm-level indicators of greenwashing, grESG and gr2ESG, based on z-scores and percentile ranks, respectively. These measures capture the credibility gap between what firms communicate and what they deliver in terms of sustainability. Using random effects within-between (REWB) models, we decompose structural (between-firm) and temporal (within-firm) effects to assess how ESG inconsistency influences debt pricing. Our findings reveal that the between-firm component of greenwashing is positively and significantly associated with the after-tax cost of debt, suggesting that financial markets interpret ESG misalignment as a persistent reputational trait rather than a short-term deviation. The results are robust across alternative specifications, including models that account for ESG-related controversies. The study contributes to the literature by demonstrating that ESG credibility is a priced financial attribute and that symbolic sustainability efforts, defined as disclosure-oriented or reputational gestures without substantive operational changes, may backfire in terms of financing costs. © 2026 The Author(s). Business Strategy and the Environment published by ERP Environment and John Wiley & Sons Ltd.","cost of debt; credit risk assessment; ESG credibility; ESG disclosure; ESG performance; greenwashing; information asymmetry","","R. Carè; School of Environment, Enterprise and Development (SEED), University of Waterloo, Waterloo, Canada; email: rcare@uwaterloo.ca","","John Wiley and Sons Ltd","09644733","","","","English","Bus. Strategy Environ.","Article","Article in press","","Scopus","2-s2.0-105029600084"
"D'Arcangelo F.M.; Kruse T.; Pisu M.; Tomasi M.","D'Arcangelo, Filippo Maria (57199279233); Kruse, Tobias (57200078975); Pisu, Mauro (7003838764); Tomasi, Marco (58844213500)","57199279233; 57200078975; 7003838764; 58844213500","The effect of climate policies on firm financing and investment through the banking channel","2025","Journal of Environmental Management","387","","125866","","","5","10.1016/j.jenvman.2025.125866","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005737209&doi=10.1016%2Fj.jenvman.2025.125866&partnerID=40&md5=0465d198522e0a4850c152895febf96b","OECD Economics Department, 2 rue André Pascal, Paris, 75016, France; University of Trento, via Verdi 26, Trento, 38122, Italy","D'Arcangelo F.M., OECD Economics Department, 2 rue André Pascal, Paris, 75016, France; Kruse T., OECD Economics Department, 2 rue André Pascal, Paris, 75016, France; Pisu M., OECD Economics Department, 2 rue André Pascal, Paris, 75016, France; Tomasi M., University of Trento, via Verdi 26, Trento, 38122, Italy","This paper assesses to what extent markets with sophisticated investors and large firms price transition risks due to climate policies affecting the corporate cost of debt. Unlike previous studies, we focus the analysis on the impact of climate policy on the allocation of capital. We isolate the effect of mitigation policies on syndicated loans' spreads by exploiting yearly variation in countries' climate policy stringency interacted with firm-level measures of environmental performance. The analysis yields three main results. First, stringent climate policies significantly lower the cost of debt of firms with good environmental performance (in terms of emission intensity or patenting activity in mitigation technologies). Second, ESG scores and their environmental pillar – which correlate poorly with firms’ actual environmental performance – are not sufficiently informative to assess and price domestic transition risks. Third, more stringent mitigation policies can encourage investment in green firms by reducing their cost of debt. © 2025 Elsevier Ltd","Climate policy; Corporate investment; Cost of debt; ESG; Green finance","Climate Change; Environmental Policy; Investments; Environmental management; Environmental regulations; Financial markets; Green computing; Insurance; Investments; Sustainable development; Climate policy; Corporate investments; Corporates; Cost of debt; Environmental performance; ESG; Green finance; Mitigation policies; Stringents; Yearly variations; banking; cost analysis; environmental economics; environmental policy; firm size; green economy; article; climate; controlled study; finance; financial management; human; investment; market; mitigation; pharmacoeconomics; price; climate change; economics; environmental policy; Cost benefit analysis","T. Kruse; OECD Economics Department, Paris, 2 rue André Pascal, 75016, France; email: tobias.kruse@oecd.org","","Academic Press","03014797","","JEVMA","40414126","English","J. Environ. Manage.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-105005737209"
"Joni J.; Angela A.; Prayogo E.; Natalia M.; Oktavianti O.; Setiana S.; Kuang T.M.; Christy Y.","Joni, Joni (57213198529); Angela, Aurora (60079656400); Prayogo, Enny (58221833700); Natalia, Maria (57224566433); Oktavianti, Oktavianti (60080200800); Setiana, Sinta (59520709100); Kuang, Tan Ming (57279539300); Christy, Yunita (60079656500)","57213198529; 60079656400; 58221833700; 57224566433; 60080200800; 59520709100; 57279539300; 60079656500","CSR disclosure, politically connected supervisory board and cost of debt financing: evidence from Indonesia","2025","International Journal of Business and Emerging Markets","17","3","","326","338","0","10.1504/IJBEM.2025.147152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014786327&doi=10.1504%2FIJBEM.2025.147152&partnerID=40&md5=462e77a1f4b5c949dc5b43354ce2bd81","Department of Accounting, Maranatha Christian University, Indonesia","Joni J., Department of Accounting, Maranatha Christian University, Indonesia; Angela A., Department of Accounting, Maranatha Christian University, Indonesia; Prayogo E., Department of Accounting, Maranatha Christian University, Indonesia; Natalia M., Department of Accounting, Maranatha Christian University, Indonesia; Oktavianti O., Department of Accounting, Maranatha Christian University, Indonesia; Setiana S., Department of Accounting, Maranatha Christian University, Indonesia; Kuang T.M., Department of Accounting, Maranatha Christian University, Indonesia; Christy Y., Department of Accounting, Maranatha Christian University, Indonesia","We examine the effect of corporate social responsibility (CSR) disclosure on the cost of debt financing (COD) in an emerging market, Indonesia. Next, the moderating effect of political relations through a connected supervisory board (PC-SVB) is investigated in this association. The paper uses all Indonesian listed companies as our population, and the final sample is 1,886 observations. Moderated regression analysis is applied to investigate the moderating effect of political relations on the association between CSR and cost of debt. Also, we address the endogeneity problem by using the generalised method of moments (GMM). We find that firms with more CSR disclosure have lower costs of debt financing in Indonesia. It means that CSR is valuable from the perspective of creditors or lenders. Additionally, the relationship is stronger in the presence of politically connected supervisory boards. Copyright © 2025 Inderscience Enterprises Ltd.","COD; corporate social responsibility; cost of debt; CSR; emerging market; Indonesia; PC-SVB; politically connected supervisory boards","","J. Joni; Department of Accounting, Maranatha Christian University, Indonesia; email: joni@eco.maranatha.edu","","Inderscience Publishers","17536219","","","","English","Intern. J. Busi. Emer. Mar.","Article","Final","","Scopus","2-s2.0-105014786327"
"Kong W.","Kong, Wen (57875357200)","57875357200","The impact of ESG performance on debt financing costs: Evidence from Chinese family business","2023","Finance Research Letters","55","","103949","","","79","10.1016/j.frl.2023.103949","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158816826&doi=10.1016%2Fj.frl.2023.103949&partnerID=40&md5=8ef21bbf71163fee29711a87cb87bf22","School of Finance, Jiangxi University of Finance and Economics, Jiangxi, Nanchang, 330013, China","Kong W., School of Finance, Jiangxi University of Finance and Economics, Jiangxi, Nanchang, 330013, China","In China, family business is an important part of private economy. This paper studies the impact of China's family business's ESG performance on debt financing costs. We find that: ESG performance of family business can obtain the support of creditors and reduce the cost of debt financing; The performance of family enterprises in social dimension and corporate governance dimension can reduce the debt financing cost of enterprises; ESG performance can significantly reduce the debt financing cost of family business when the family business is in the owner management stage, the children's cultivation and development stage, and the power transfer stage. © 2023","Debt financing costs; Enterprise lifecycle; Esg; Family business","","","","Elsevier Ltd","15446123","","","","English","Finan. Res. Lett.","Article","Final","","Scopus","2-s2.0-85158816826"
"Darsono D.; Ratmono D.; Tujori A.; Clarisa T.Y.","Darsono, Darsono (57193752781); Ratmono, Dwi (57194244448); Tujori, Abas (59475109900); Clarisa, Tiara Yuni (59474256500)","57193752781; 57194244448; 59475109900; 59474256500","The relationship between ESG, financial performance, and cost of debt: the role of independent assurance","2025","Cogent Business and Management","12","1","2437137","","","17","10.1080/23311975.2024.2437137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212222411&doi=10.1080%2F23311975.2024.2437137&partnerID=40&md5=4a226fabbf5362c6eb1f95a6d22f670b","Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Semarang, Indonesia; Accountant Professional Education Study Program, Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Semarang, Indonesia","Darsono D., Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Semarang, Indonesia; Ratmono D., Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Semarang, Indonesia; Tujori A., Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Semarang, Indonesia; Clarisa T.Y., Accountant Professional Education Study Program, Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Semarang, Indonesia","This study aims to analyze the moderating model in the relationship between disclosure of environmental, social, and governance (ESG), financial performance, and cost of debt. This study contributes by adding independent assurance as a moderating variable in the research model to explain inconsistencies in previous research. Stakeholder trust in the quality of ESG information in sustainability accounting reports depends on whether there is independent assurance/audit regarding the report. This study also contributes to accounting research by testing the moderation model in the COVID-19 pandemic period where the empirical evidence from previous research has not been conclusive. The research sample consisted of 253 Indonesian firms-years listed in Indonesian Stock Exchange during the period 2020-2022. Hypothesis testing was carried out using partial least squares-structural equation modeling (PLS-SEM). The results show that the implementation of ESG, as disclosed in sustainability reporting, has a positive (negative) relationship with financial performance (cost of debt). The relationship between ESG and financial performance and cost of debt increases when there is an independent assurance/audit in sustainability reporting. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Accounting; Auditing; Corporate Social Responsibility & Business Ethics; cost of debt; ESG; financial performance; independent assurance; sustainability accounting reporting","","D. Darsono; Department of Accounting, Faculty of Economics and Business, Universitas Diponegoro, Tembalang, Jl. Prof. Soedharto SHSemarang, Jawa Tengah, 50275, Indonesia; email: darsono@lecturer.undip.ac.id","","Cogent OA","23311975","","","","English","Cogent Bus. Manag.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85212222411"
"Desender K.A.; LópezPuertas-Lamy M.; Pattitoni P.; Petracci B.","Desender, Kurt A. (42761195600); LópezPuertas-Lamy, Mónica (56455298500); Pattitoni, Pierpaolo (45161761500); Petracci, Barbara (44361777100)","42761195600; 56455298500; 45161761500; 44361777100","Corporate social responsibility and cost of financing—The importance of the international corporate governance system","2020","Corporate Governance: An International Review","28","3","","207","234","50","10.1111/corg.12312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080141154&doi=10.1111%2Fcorg.12312&partnerID=40&md5=c9000f602bd979c0bb9ee28134c9f06b","Department of Business Administration, Universidad Carlos III, Getafe, Spain; Department of Statistical Sciences “Paolo Fortunati”, University of Bologna, Bologna, Italy; Department of Management, University of Bologna, Bologna, Italy","Desender K.A., Department of Business Administration, Universidad Carlos III, Getafe, Spain; LópezPuertas-Lamy M., Department of Business Administration, Universidad Carlos III, Getafe, Spain; Pattitoni P., Department of Statistical Sciences “Paolo Fortunati”, University of Bologna, Bologna, Italy; Petracci B., Department of Management, University of Bologna, Bologna, Italy","Research Question/Issue: Our study examines whether international corporate governance systems shape the relationship between a firm's engagement in corporate social responsibility (CSR) and their cost of financing (both equity and debt). Research Findings/Insights: Using a large international sample, our findings reveal that although the link between CSR performance and the cost of equity is negative in a shareholder-oriented system, this relationship is positive in a stakeholder-oriented system. Furthermore, the link between CSR performance and the cost of debt is negative for firms that are close to default in both systems. Theoretical/Academic Implications: Our study highlights the importance of considering the shareholder/stakeholder orientation at the country level to explain the link between CSR performance and the cost of financing. Our findings help to explain and place into context the previous mixed findings on the relationship between CSR and the cost of equity and debt and add to the debate about whether CSR is beneficial or detrimental to corporate governance. Practitioner/Policy Implications: The analysis of how the country corporate governance system influences the effect of CSR performance on the cost of financing allows for a deeper understanding of how investors respond to CSR initiatives worldwide and offers managers, directors, and policy makers context-specific recommendations. Our analysis also highlights the limitations of transferring insights regarding CSR from one corporate governance system to another. © 2020 John Wiley & Sons Ltd","corporate governance; corporate social responsibility; cost of debt; cost of equity","","M. LópezPuertas-Lamy; Department of Business Administration, Universidad Carlos III, Getafe, Spain; email: mlopezpu@emp.uc3m.es","","Blackwell Publishing Ltd","09648410","","","","English","Corp. Gov.: Int. Rev.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85080141154"
