Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Note
Maaloul A.; Zéghal D.; Ben Amar W.; Mansour S.,"Maaloul, Anis (35311312000); Zéghal, Daniel (8915903400); Ben Amar, Walid (13612561000); Mansour, Sari (57188678724)",35311312000; 8915903400; 13612561000; 57188678724,"The Effect of Environmental, Social, and Governance (ESG) Performance and Disclosure on Cost of Debt: The Mediating Effect of Corporate Reputation",2023,Corporate Reputation Review,26,1,,1,18,173,10.1057/s41299-021-00130-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120654672&doi=10.1057%2Fs41299-021-00130-8&partnerID=40&md5=e0da137663cf85572ef4960cd73e3b0f,"School of Business Administration, TELUQ University of Quebec, 5800 Saint-Denis St. (Office B1105), Montreal, H2S 3L5, QC, Canada; TELFER School of Management, University of Ottawa, Ottawa, Canada","Maaloul A., School of Business Administration, TELUQ University of Quebec, 5800 Saint-Denis St. (Office B1105), Montreal, H2S 3L5, QC, Canada; Zéghal D., TELFER School of Management, University of Ottawa, Ottawa, Canada; Ben Amar W., TELFER School of Management, University of Ottawa, Ottawa, Canada; Mansour S., School of Business Administration, TELUQ University of Quebec, 5800 Saint-Denis St. (Office B1105), Montreal, H2S 3L5, QC, Canada","Prior studies on the relationship between ESG information and cost of debt have found mixed results. They conclude that this relationship may be affected by some characteristics or attributes of the company. In this study, we examine whether corporate reputation mediates the relationship between ESG information and cost of debt. In other words, this study explores how ESG information influences corporate reputation, and how, in turn, corporate reputation affects the cost of debt financing. Data for corporate reputation were obtained from the Fortune “World’s Most Admired Companies” List, whereas data on ESG information were extracted from two sources: ESG performance were obtained from Sustainalytics database and ESG disclosure were obtained from Bloomberg database. Data on cost of debt and other control variables were also collected from Bloomberg database. Using structural equation models, we report a positive effect of both ESG performance and disclosure on corporate reputation. We also find that a good corporate reputation reduces the cost of debt financing and mediates the relationship between ESG performance/disclosure and cost of debt. We therefore conclude that firms that manage and disclose information on ESG issues have a better reputation, which in turn reduces their debt financing costs. © 2021, The Author(s), under exclusive licence to Springer Nature Limited.","Corporate reputation; Cost of debt; Disclosure; Environmental, social, and governance (ESG); Performance",,"A. Maaloul; School of Business Administration, TELUQ University of Quebec, Montreal, 5800 Saint-Denis St. (Office B1105), H2S 3L5, Canada; email: anis.maaloul@teluq.ca",,Springer Nature,13633589,,,,English,Corp. Reputation Rev.,Article,Final,,Scopus,2-s2.0-85120654672,
Amarna K.; Garde Sánchez R.; López-Pérez M.V.; Marzouk M.,"Amarna, Khayria (58899528200); Garde Sánchez, Raquel (55917343900); López-Pérez, Maria Victoria (36617541800); Marzouk, Mahmoud (57191895302)",58899528200; 55917343900; 36617541800; 57191895302,"The effect of environmental, social, and governance disclosure and real earning management on the cost of financing",2024,Corporate Social Responsibility and Environmental Management,31,4,,3181,3193,29,10.1002/csr.2740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185668627&doi=10.1002%2Fcsr.2740&partnerID=40&md5=0ead3ddde1d047b5449ad16428b07e9c,"Faculty of Economy and Business, University of Granada, Granada, Spain; School of Business, University of Leicester, Leicester, United Kingdom; Faculty of Commerce, Menoufia University, Shebin El-Kom, Egypt","Amarna K., Faculty of Economy and Business, University of Granada, Granada, Spain; Garde Sánchez R., Faculty of Economy and Business, University of Granada, Granada, Spain; López-Pérez M.V., Faculty of Economy and Business, University of Granada, Granada, Spain; Marzouk M., School of Business, University of Leicester, Leicester, United Kingdom, Faculty of Commerce, Menoufia University, Shebin El-Kom, Egypt","This study identifies if sustainable development practices measured through ESG information disclosure are related to stakeholder confidence, leading to a lower cost of debt and equity financing. We also investigate the possible moderating role of real earnings management. We apply a fixed effects panel data analysis to 1659 firm-year observations of 177 European companies from 2010 to 2019. The results show that investors value ESG disclosure negatively and increase the cost of equity, whereas lenders value it positively and reduce the cost of debt. In addition, when the moderating effect of real earnings management is introduced, the effect of ESG disclosure on the cost of debt decreases, and the effect of ESG disclosure on the cost of equity is reinforced by increasing it. In the presence of real earnings management, investors and lenders seem to think companies use ESG disclosure to legitimise their practices or mislead financing providers. © 2024 The Authors. Corporate Social Responsibility and Environmental Management published by ERP Environment and John Wiley & Sons Ltd.",cost of debt; cost of equity; environmental policy; ESG disclosure; real earnings management; stakeholder engagement; sustainable development,,"R. Garde Sánchez; Faculty of Economy and Business, University of Granada, Granada, Campus de Cartuja, s/n, 18071, Spain; email: rgarde@ugr.es",,John Wiley and Sons Ltd,15353958,,,,English,Corp. Soc. Responsib. Environ. Manage.,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85185668627,
Houqe M.N.; Ahmed K.; Richardson G.,"Houqe, Muhammad Nurul (55315295500); Ahmed, Kamran (9272462600); Richardson, Grant (14825601700)",55315295500; 9272462600; 14825601700,"The Effect of Environmental, Social, and Governance Performance Factors on Firms’ Cost of Debt: International Evidence",2020,International Journal of Accounting,55,3,2050014,,,43,10.1142/S1094406020500146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092769705&doi=10.1142%2FS1094406020500146&partnerID=40&md5=2be4b8096515802ef841b1a0fce3b68d,"School of Accountancy, Massey Business School, Massey University, New Zealand; La Trobe Business School, La Trobe University, Melbourne, Australia; Macquarie Business School, Macquarie University, Sydney, Australia","Houqe M.N., School of Accountancy, Massey Business School, Massey University, New Zealand; Ahmed K., La Trobe Business School, La Trobe University, Melbourne, Australia; Richardson G., Macquarie Business School, Macquarie University, Sydney, Australia","This study examines the effect of environmental, social, and governance (ESG) performance on firms’ cost of debt (COD). Based on a sample of 18,950 firm-year observations from 41 countries over the period of 2008–2015, we find a significant negative association between aggregate ESG performance and firms’ COD. We also observe a significant negative association between the individual ESG performance factors (E, S, and G) and firms’ COD. In addition, the negative association between aggregate/individual ESG performance and firms’ COD is economically significant, ranging from 16.93% to 21.20% of median COD values. Finally, disclosure of ESG performance, stakeholder orientation, investor protection, control of corruption, and social progress have pronounced effects on the negative association between ESG performance and firms’ COD. Taken together, our results suggest that ESG performance has a significant negative effect on firms’ COD from an international perspective. © 2020 Board of Trustees, Vernon K. Zimmerman Center, University of Illinois.",cost of debt; Environment; social and governance performance,,"K. Ahmed; La Trobe Business School, La Trobe University, Melbourne, Australia; email: K.Ahmed@latrobe.edu.au",,World Scientific,10944060,,,,English,Int. J. Account.,Article,Final,,Scopus,2-s2.0-85092769705,
Gigante G.; Manglaviti D.,"Gigante, Gimede (56445000800); Manglaviti, Davide (57932410100)",56445000800; 57932410100,The ESG effect on the cost of debt financing: A sharp RD analysis,2022,International Review of Financial Analysis,84,,102382,,,115,10.1016/j.irfa.2022.102382,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140094265&doi=10.1016%2Fj.irfa.2022.102382&partnerID=40&md5=995ddde98171b311b75f9382f1ba022c,"Bocconi University, Finance Department, Via Röntgen, 1, Room C2/06, Milano MI, 20136, Italy; Bocconi University, Via Roberto Sarfatti, 25, Milano MI, 20100, Italy","Gigante G., Bocconi University, Finance Department, Via Röntgen, 1, Room C2/06, Milano MI, 20136, Italy; Manglaviti D., Bocconi University, Via Roberto Sarfatti, 25, Milano MI, 20100, Italy","Environmental, social, and governance (ESG) factors have become increasingly relevant within the financial world. Despite extensive evidence regarding the equity side, limited studies in the literature have investigated the potential effects of ESG performance on the main drivers of debt. This study aims to understand whether there is a positive effect from a cost of debt standpoint for corporations with relatively better ESG performance. Using the ESG score by Refinitiv and a sharp regression discontinuity design, we do not find statistically significant evidence for discrete jumps in correspondence with the ESG score average for the cost of debt of European nonfinancial corporates over the 2018–2020 period. In a sharp regression discontinuity setting, we obtain analogous results by developing a linear probability model. © 2022 Elsevier Inc.",Corporate social performance; Cost of debt; CSR; ESG; Governance; Green bond; Leverage; Linear probability model; Sharp regression discontinuity; Sustainable finance,,"G. Gigante; Bocconi University, Finance Department, Milano MI, Via Röntgen, 1, Room C2/06, 20136, Italy; email: gimede.gigante@unibocconi.it",,Elsevier Inc.,10575219,,,,English,Int. Rev. Financ. Anal.,Article,Final,,Scopus,2-s2.0-85140094265,
Priem R.; Gabellone A.,"Priem, Randy (56850218400); Gabellone, Andrea (58845162200)",56850218400; 58845162200,The impact of a firm’s ESG score on its cost of capital: can a high ESG score serve as a substitute for a weaker legal environment,2024,"Sustainability Accounting, Management and Policy Journal",15,3,,676,703,53,10.1108/SAMPJ-05-2023-0254,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183127337&doi=10.1108%2FSAMPJ-05-2023-0254&partnerID=40&md5=4619c84e0d317ebe97469b641ae7d746,"UBI Business School, Brussel, Belgium","Priem R., UBI Business School, Brussel, Belgium; Gabellone A., UBI Business School, Brussel, Belgium","Purpose: This article aims to analyse the relationship between the environmental, social and governance (ESG) score and the cost of capital of 600 large, mid and small capitalization companies across 17 countries that are component of the EURO STOXX 600 Index. By examining whether ESG has an impact on the cost of capital, this article contributes to the solutions to improve the impact of organizations and societies on sustainable development. The article further examines whether the effect is because of the environmental, social and/or governance components. In addition, the article analyses which WACC component (i.e. the cost of equity, the cost of debt, the beta or the leverage ratio) is affected. Furthermore, this article analyses whether a high ESG score can substitute for a weaker legal environment. Design/methodology/approach: The results were obtained by using ordinary least squares panel data modelling to analyse the relationship between the ESG score and the cost of capital. The sample consists of companies that are part of the STOXX Europe 600 Index over the period 2018–2021, which is composed of 600 companies, including large, mid and small capitalization firms listed across 17 countries. The sample finally includes 1,960 firm-year observations. Findings: Companies with a higher ESG score tend to have a lower cost of capital, but this relationship holds only for firms domiciled in countries with a weaker legal environment. In addition, these firms should not only increase their ESG score to create a more sustainable environment but also to reduce their cost of debt. Environmental and social factors have a significantly negative impact on the cost of capital only in countries with a weaker legal environment, while the governance component positively impacts the cost of capital by allowing firms to borrow more. Research limitations/implications: There is not yet a standardized taxonomy to define ESG, making the study dependent on commercial data providers. Practical implications: The new insights can be used by companies domiciled in countries with weaker legal environments to reduce their cost of capital. The results also allow us to know on which components of the ESG score to focus. It can also help policymakers, specifically those in countries with a weaker legal environment, to provide incentives to further stimulate ESG investments and disclosure, thereby contributing to a more sustainable society. Social implications: To achieve the sustainable development goals put forward by the United Nations, it is important for firms to invest in ESG projects. It is nevertheless insightful to know whether these ESG investments, which are currently observed as a cost, also provide benefits to firms and in which countries. If firms clearly see the advantages of investing in ESG projects, they are likely to proactively engage in them. Originality/value: This article is the first, to the best of the authors’ knowledge, to focus on 17 European countries, thereby capturing divergent legal environments. This setting allows us to answer the main novel research question, namely, whether the ESG score can act as a substitute for the legal environment in which the company is domiciled. The article also goes further than previous articles by examining whether the effect is because of the environmental, social and/or governance component and whether these impact the components of the weighted cost of capital, namely, the cost of equity, the cost of debt, the beta or the leverage ratio of the companies. © 2024, Emerald Publishing Limited.",Capital structures; Cost of capital; ESG; Sustainable finance,,"R. Priem; UBI Business School, Brussel, Belgium; email: randy.priem@ubi.edu",,Emerald Publishing,20408021,,,,English,Sustainability Account. Manage. Policy J.,Article,Final,,Scopus,2-s2.0-85183127337,
Yang Y.; Wen J.; Li Y.,"Yang, Yongliang (57195397951); Wen, Jing (58296099000); Li, Yi (57211510888)",57195397951; 58296099000; 57211510888,The impact of environmental information disclosure on the cost of debt: evidence from China,2024,Journal of Applied Economics,27,1,2301280,,,9,10.1080/15140326.2023.2301280,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182148292&doi=10.1080%2F15140326.2023.2301280&partnerID=40&md5=929245c41ea30113698f0391a48b2182,"School of Economics and Management, Zhejiang Sci-Tech University, Hangzhou, China; Silk and Fashion Culture Research Center of Zhejiang Province, Zhejiang Sci-Tech University, Hangzhou, China; Green and low-carbon technology and industrialization of modern logistics, Zhejiang Engineering Research Center, Wenzhou, China; School of Urban and Regional Science, East China Normal University, Shanghai, China; Fashion Department/DongHai Academy/Collaborative Innovation Center of Port Economy, Ningbo University, Ningbo, China; Tsinghua University, Younger Group Postdoctoral Workstation, Tsinghua University, Beijing, China","Yang Y., School of Economics and Management, Zhejiang Sci-Tech University, Hangzhou, China, Silk and Fashion Culture Research Center of Zhejiang Province, Zhejiang Sci-Tech University, Hangzhou, China, Green and low-carbon technology and industrialization of modern logistics, Zhejiang Engineering Research Center, Wenzhou, China; Wen J., School of Urban and Regional Science, East China Normal University, Shanghai, China; Li Y., Fashion Department/DongHai Academy/Collaborative Innovation Center of Port Economy, Ningbo University, Ningbo, China, Tsinghua University, Younger Group Postdoctoral Workstation, Tsinghua University, Beijing, China","With the growing attention being paid to environmental issues by the public, environmental information disclosure (EID) has become a vital means for firms to convey their social responsibility and an important information source for lending institutions to assess firm credit risk. Based on the data of listed companies in China, a two-way fixed effects model is applied in this study to determine the impact of EID on the cost of debt. It reveals that EID can decrease companies’ cost of debt and that both CEO duality and ownership concentration play vital roles in this relationship. After the consideration of endogeneity problems and robustness testing, the conclusions remain valid. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",corporate social responsibility; Environmental information disclosure; policy evaluation; the cost of debt,,"Y. Yang; School of Economics and Management, Zhejiang Sci-Tech University, Hangzhou, No. 928, 2nd Street, Qiantang District, Zhejiang Province, 310018, China; email: royyang@zstu.edu.cn",,Taylor and Francis Ltd.,15140326,,,,English,J. Appl. Econ.,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85182148292,
Ratajczak P.; Mikołajewicz G.,"Ratajczak, Piotr (57189520710); Mikołajewicz, Grzegorz (57225195211)",57189520710; 57225195211,"The impact of environmental, social and corporate governance responsibility on the cost of short-and long-term debt",2021,Economics and Business Review,7,2,,74,96,29,10.18559/ebr.2021.2.6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111329960&doi=10.18559%2Febr.2021.2.6&partnerID=40&md5=53e22479e536a922d376bf08cd730e25,"Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, al. Niepodległości 10, Poznań, 61-875, Poland","Ratajczak P., Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, al. Niepodległości 10, Poznań, 61-875, Poland; Mikołajewicz G., Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, al. Niepodległości 10, Poznań, 61-875, Poland","The aim of the paper is to examine the impact of environmental, social and corporate governance (ESG) responsibility on the short- and long-term cost of debt. Linear regression was applied to a unique dataset on CSR and cost of debt for 300 companies recognized in 2017 by Corporate Knights as the most sustainable companies in the world. The question about the link between CSR and cost of debt is important as there is still ongoing debate as to whether business should undertake activities in the field of CSR - managers and other stakeholders are still unsure of the outcomes. The findings show that the involvement in environmental issues decreases the cost of long-term debt whereas the involvement in social issues brings benefits to short- and long-term debt. Surprisingly the greater the involvement in corporate governance, the higher the cost of debt in all time horizons. Managers should expect a lower cost of debt from environmental and social activities mostly in the long run. Corporate governance expenditures may in turn be seen as a waste of company resources, cost of forgone opportunities, or - optionally - as an over-investment. The main novelty is the breakdown of CSR into three dimensions while examining various term structures of corporate debt.  © 2021 Piotr Ratajczak et al., published by Sciendo 2021.",cost of debt; CSR; ESG; long-term debt; short-term debt; sustainability,,"P. Ratajczak; Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, Poznań, al. Niepodległości 10, 61-875, Poland; email: piotr.ratajczak@ue.poznan.pl",,Sciendo,23921641,,,,English,Econ. Bus. Rev.,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85111329960,
Naidu D.D.,"Naidu, Delane D. (57289776200)",57289776200,"The impact of environmental, social, and governance disclosure on credit risk: Evidence from South African firms",2026,South African Journal of Economic and Management Sciences,29,1,a6459,,,0,10.4102/sajems.v29i1.6459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029273109&doi=10.4102%2Fsajems.v29i1.6459&partnerID=40&md5=e21922f9eeec9b14cee1644e65eb055e,"Department of Finance, Faculty of Finance and Economics, University of the Witwatersrand, Johannesburg, South Africa","Naidu D.D., Department of Finance, Faculty of Finance and Economics, University of the Witwatersrand, Johannesburg, South Africa","Background: Environmental, social, and governance (ESG) disclosure can influence a firm’s credit risk by improving transparency, strengthening risk management, and signalling stability to lenders and rating agencies. In South Africa, where information asymmetry, governance weaknesses, and macroeconomic volatility persist, understanding this relationship is important for promoting financial stability and advancing sustainable investment practices. Aim: This study investigates how ESG disclosure affects three dimensions of credit risk: probability of default (PD), cost of debt (COD), and credit model scores (CMS). It also evaluates whether individual ESG pillars exert distinct effects, thereby identifying which sustainability dimensions are most relevant in the South African context. Setting: The analysis covers 78 non-financial Johannesburg Stock Exchange firms from 2017 to 2023. Method: The study employs baseline ordinary least squares and fixed-effects models, and instrumental-variable two-stage least squares for PD and COD, and ordered probit models, with and without a conditional mixed-process framework, for CMS, allowing treatment of endogeneity. Results: Higher ESG disclosure lowers PD and improves CMS but does not affect COD. Governance drives reductions in PD, while environmental and social pillars strengthen CMS, indicating that ESG components operate through different credit risk channels. Conclusion: Environmental, social, and governance disclosure influences two credit risk measures, highlighting its relevance for credit evaluation in South Africa. Contribution: This study provides the first South African evidence on the ESG-credit risk relationship using different proxies and endogeneity-corrected models. It advances academic debates on ESG in emerging markets and offers practical insights for regulators, lenders, and investors integrating ESG factors into credit-risk evaluation. © 2026. The Author.",cost of debt; credit risk; default risk; ESG disclosure; JSE; probability of default,,"D.D. Naidu; Department of Finance, Faculty of Finance and Economics, University of the Witwatersrand, Johannesburg, South Africa; email: delane.naidu@wits.ac.za",,AOSIS (pty) Ltd,10158812,,,,English,S. Afr. J. Econ. Manage Sci.,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105029273109,
Wang K.-Y.; Lin Y.-L.; Tsai R.-C.,"Wang, Kuei-Yuan (35423131600); Lin, Ying-Li (55267992300); Tsai, Ruei-Chen (59984886200)",35423131600; 55267992300; 59984886200,The Impact of ESG Firms and Greenwashing Firms on Cost of Debt,2025,Lecture Notes on Data Engineering and Communications Technologies,259,,,338,347,0,10.1007/978-3-031-96093-2_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010252708&doi=10.1007%2F978-3-031-96093-2_33&partnerID=40&md5=9c57a7ee96b0b0e61a432a4026ff2478,"Department of Finance, Asia University, Taichung, Taiwan","Wang K.-Y., Department of Finance, Asia University, Taichung, Taiwan; Lin Y.-L., Department of Finance, Asia University, Taichung, Taiwan; Tsai R.-C., Department of Finance, Asia University, Taichung, Taiwan","This study established its own greenwashing behavior indicators with reference to the KLD database and used regression analysis to explore the impact of ESG firms and greenwashing firms on cost of debt. The empirical results show that the impact of ESG firms on cost of debt is not significant, and the effect of greenwashing firms on cost of debt is also not significant. This empirical result means that when banks provide financing to firms, they do not obviously give firms better interest rates. This study not only fills the gap in the literature on greenwashing through the self-constructed greenwashing indicator but also provides a true picture of greenwashing among listed firms. In addition, authorities are reminded to pay more attention to the ESG performance of firms and curb the occurrence of greenwashing. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",,Cost benefit analysis; Greenwashing; Interest rates; Performance; Regression analysis,"Y.-L. Lin; Department of Finance, Asia University, Taichung, Taiwan; email: yllin@asia.edu.tw",,Springer Science and Business Media Deutschland GmbH,23674512,,,,English,Lecture. Notes. Data Eng. Commun. Tech.,Book chapter,Final,,Scopus,2-s2.0-105010252708,
Cheng Y.; He C.; Tang C.,"Cheng, Yuhao (59367148600); He, Chuqian (59564444800); Tang, Can (59518721900)",59367148600; 59564444800; 59518721900,The impact of ESG performance on corporate debt costs: A signaling perspective,2025,Finance Research Letters,76,,107020,,,7,10.1016/j.frl.2025.107020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218268387&doi=10.1016%2Fj.frl.2025.107020&partnerID=40&md5=5a610b0e318dec41594a68e3f9c74df4,"Business College, Guangzhou College of Technology and Business, Guangzhou, 510850, China; Library, University of International Business and Economics, Beijing, 100029, China","Cheng Y., Business College, Guangzhou College of Technology and Business, Guangzhou, 510850, China; He C., Business College, Guangzhou College of Technology and Business, Guangzhou, 510850, China; Tang C., Library, University of International Business and Economics, Beijing, 100029, China","Environmental, Social, and Governance (ESG) factors are significant indicators of company sustainability practices and company's profitability. This study uses a signaling game model to analyze the impact of ESG performance on the cost of corporate debt, and uses the data from Chinese A-share listed firms spanning 2019 to 2023 to confirm the moderating effect. The results indicate that when company financing is high, positive ESG performance can significantly decrease the cost of debt. Conversely, when the financing amount is low, the impact of ESG performance on reducing the cost of financing is negligible. © 2025 Elsevier Inc.",Debt cost; ESG performance; Financing decisions; Signaling game,,"C. He; Business College, Guangzhou College of Technology and Business, Guangzhou, 510850, China; email: hochorsin@163.com",,Elsevier Ltd,15446123,,,,English,Finan. Res. Lett.,Article,Final,,Scopus,2-s2.0-85218268387,
Kong W.,"Kong, Wen (57875357200)",57875357200,The impact of ESG performance on debt financing costs: Evidence from Chinese family business,2023,Finance Research Letters,55,,103949,,,79,10.1016/j.frl.2023.103949,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158816826&doi=10.1016%2Fj.frl.2023.103949&partnerID=40&md5=8ef21bbf71163fee29711a87cb87bf22,"School of Finance, Jiangxi University of Finance and Economics, Jiangxi, Nanchang, 330013, China","Kong W., School of Finance, Jiangxi University of Finance and Economics, Jiangxi, Nanchang, 330013, China","In China, family business is an important part of private economy. This paper studies the impact of China's family business's ESG performance on debt financing costs. We find that: ESG performance of family business can obtain the support of creditors and reduce the cost of debt financing; The performance of family enterprises in social dimension and corporate governance dimension can reduce the debt financing cost of enterprises; ESG performance can significantly reduce the debt financing cost of family business when the family business is in the owner management stage, the children's cultivation and development stage, and the power transfer stage. © 2023",Debt financing costs; Enterprise lifecycle; Esg; Family business,,,,Elsevier Ltd,15446123,,,,English,Finan. Res. Lett.,Article,Final,,Scopus,2-s2.0-85158816826,
Luo W.; Yu Y.; Cao X.; Deng M.,"Luo, Wenbing (57207456765); Yu, Yuxin (57189626358); Cao, Xiaotian (58479284600); Deng, Mingjun (57201989528)",57207456765; 57189626358; 58479284600; 57201989528,The Impact of ESG Performance on Organizational Resilience: Evidence From China,2025,Corporate Social Responsibility and Environmental Management,32,5,,6807,6830,4,10.1002/csr.70061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009986020&doi=10.1002%2Fcsr.70061&partnerID=40&md5=fceddfe61789dbe7ba14e51a2cad11b0,"School of Business, Hunan University of Science and Technology, Xiangtan, China; Research Center for High Quality Development of Regional Economy, Hunan University of Science and Technology, Xiangtan, China; Research Institute of New Strategic Industries in Hunan, Xiangtan, China; School of Medical Humanity and Management, Hunan University of Medicine, Huaihua, China","Luo W., School of Business, Hunan University of Science and Technology, Xiangtan, China, Research Center for High Quality Development of Regional Economy, Hunan University of Science and Technology, Xiangtan, China, Research Institute of New Strategic Industries in Hunan, Xiangtan, China; Yu Y., School of Business, Hunan University of Science and Technology, Xiangtan, China; Cao X., School of Business, Hunan University of Science and Technology, Xiangtan, China; Deng M., School of Medical Humanity and Management, Hunan University of Medicine, Huaihua, China","In the context of VUCA (volatile, uncertain, complex, ambiguous), organizational resilience has become increasingly important for the long-term development of enterprises. Using data from Chinese A-share listed enterprises between 2009 and 2022, this study examines the impact of ESG performance on organizational resilience and explores the underlying mechanisms. The results show that ESG performance has a significant positive impact on organizational resilience, and ESG primarily transmits its impact by improving investment efficiency and analyst attention, and reducing the cost of debt financing. Further analysis indicates that enterprise digitization strengthens the connection between ESG and organizational resilience. The promoting effect of ESG is more pronounced in non-Western regions of China and in enterprises not audited by the Big Four. The existing literature exhibits certain research gaps in exploring the non-economic effects of ESG performance. This study fills these gaps by expanding the influence mechanisms based on perspectives such as “resource-relationship-governance”. Our conclusions provide empirical evidence for enhancing organizational resilience and promoting the sustainable development of enterprises and society. © 2025 ERP Environment and John Wiley & Sons Ltd.",analyst attention; cost of debt financing; digital transformation; ESG performance; investment efficiency; organizational resilience,,"M. Deng; School of Medical Humanity and Management, Hunan University of Medicine, Huaihua, China; email: 1150012@hnust.edu.cn",,John Wiley and Sons Ltd,15353958,,,,English,Corp. Soc. Responsib. Environ. Manage.,Article,Final,,Scopus,2-s2.0-105009986020,
Li Q.; Gu X.,"Li, Qinying (59700101200); Gu, Xuesong (55034213800)",59700101200; 55034213800,The impact of green credit on the financial performance of green transformation enterprises: Based on the chain mediation effect of ESG,2025,International Review of Economics and Finance,103,,104525,,,4,10.1016/j.iref.2025.104525,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013127864&doi=10.1016%2Fj.iref.2025.104525&partnerID=40&md5=41e84e7e141b44a4a85b46bb56f1da12,"School of Economics and Management, Beijing Forestry University, No.35, Qinghua East Road, Haidian District, Beijing, 100083, China","Li Q., School of Economics and Management, Beijing Forestry University, No.35, Qinghua East Road, Haidian District, Beijing, 100083, China; Gu X., School of Economics and Management, Beijing Forestry University, No.35, Qinghua East Road, Haidian District, Beijing, 100083, China","This paper constructs a difference-in-differences model using the “Green Credit Guidelines” as a policy shock to study the impact of green credit policies on the financial performance of green enterprises. Empirical analysis reveals that the green credit policy significantly improved the financial performance of green transformation enterprises directly and enhanced corporate financial performance indirectly through lowing the cost of debt capital. Although the policy did not have a direct impact on the cost of equity capital of green enterprises, it can play a role in reducing the cost of capital through the chain mediation mechanism of “Green Credit - ESG performance - cost of capital - financial performance”, thereby improving the performance of green enterprises. Green credit also promotes the performance of green enterprises through two channels: enhancing the growth potential of green enterprises and improving ESG performance. Heterogeneity analysis finds that the promotional effect of green credit policies on the performance of green enterprises is more significant in underdeveloped areas and among small and medium-sized enterprises. © 2025 The Authors",Chinese A-share green enterprises; Cost of capital; ESG performance; Green credit,,"X. Gu; School of Economics and Management, Beijing Forestry University, Beijing, No.35, Qinghua East Road, Haidian District, 100083, China; email: guxuesong@bjfu.edu.cn",,Elsevier Inc.,10590560,,,,English,Int. Rev. Econ. Financ.,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105013127864,
